,White,Black,WhiteELO,BlackELO,Date,Event,Result,Opening
295,"Rapport, Richard","Kuljasevic, Davorin",2577,2574,2012.06.03,team-tourn,1-0,B30
296,"Shankland, Samuel L","Rapport, Richard",2731,2735,2019.02.21,match (rapid),1/2-1/2,B03
297,"Romanov, Evgeny","Rapport, Richard",2573,2649,2015.09.20,team-tourn,1/2-1/2,A87
298,"Rapport, Richard","Tuncer, Ufuk",2543,2289,2012.04.21,team-tourn,1-0,E70
299,"Horvath, Csaba","Rapport, Richard",2517,2547,2011.09.25,team-tourn,0-1,D46
300,"Stevic, Hrvoje","Rapport, Richard",2606,2704,2014.09.04,team-tourn,1/2-1/2,B07
301,"Rapport, Richard","Lei, Tingjie",2762,2535,2022.03.21,,1-0,C44
302,"Rapport, Richard","Zhang, Ziji",2717,2329,2016.12.07,swiss,1-0,C44
303,"Kunin, Vitaly","Rapport, Richard",2524,2559,2012.03.04,team,0-1,A25
304,"Rapport, Richard","Blagojevic, Dragisa",2649,2486,2015.10.02,team-tourn,1/2-1/2,D43
305,"Rapport, Richard","Caruana, Fabiano",2763,2806,2021.08.15,blitz,1/2-1/2,
306,"Rapport, Richard","Mueller, Maximilian",2698,2239,2014.04.18,swiss,1-0,C46
307,"Rapport, Richard","Manole, Vasile",2197,2380,2007.12.31,swiss,0-1,C12
308,"Rapport, Richard","Tarasova, Viktoriya",2534,2294,2011.12.22,,1-0,D17
309,"Rapport, Richard","Sarana, Alexey",2763,2656,2021.11.10,,1/2-1/2,A00
310,"Andre Rodriguez, Manuel","Rapport, Richard",2453,2752,2016.09.08,,0-1,C55
311,"Giri, Anish","Rapport, Richard",2773,2702,2017.01.24,,1/2-1/2,E16
312,"Rapport, Richard","Radjabov, Teimour",2730,2696,2016.11.12,,0-1,A01
313,"Ludvig Hammer, Jon","Rapport, Richard",2682,2693,2015.11.19,,1/2-1/2,D07
314,"Huschenbeth, Niclas","Rapport, Richard",2510,2547,2011.10.11,team-tourn,1/2-1/2,B67
315,"Rapport, Richard","Szwarc, Pawel",2621,2094,2012.12.15,swiss (rapid),1-0,B90
316,"Nedilko, Vasily","Rapport, Richard",2396,2621,2012.12.15,swiss (rapid),0-1,D90
317,"Rapport, Richard","Rogic, Davor",2543,2595,2010.11.19,team-tourn,1-0,D16
318,"Rapport, Richard","Firouzja, Alireza",2763,2759,2021.06.21,blitz,0-1,A04
319,"Epishin, Vladimir","Rapport, Richard",2546,2698,2014.04.19,swiss,1/2-1/2,E95
320,"Petenyi, Tamas","Rapport, Richard",2359,2559,2012.03.29,,0-1,B12
321,"Rapport, Richard","Vidit, Santosh Gujrathi",2675,2702,2017.10.01,,1/2-1/2,D38
322,"Rapport, Richard","Safarli, Eltaj",2748,2694,2017.12.27,rapid,*,
323,"Rapport, Richard","Pap, Gyula",2444,2478,2010.02.06,tourn,1/2-1/2,D38
324,"Vuckovic, Bojan","Rapport, Richard",2628,2559,2012.03.27,,1-0,C96
325,"Rapport, Richard","Gal, Tibor",,,2006.03.19,team,1-0,B32
326,"Rapport, Richard","Tabatabaei, Mohammad Amin",2719,2590,2018.08.13,swiss,1-0,C54
327,"Ding, Liren","Rapport, Richard",2809,2726,2019.04.17,,1/2-1/2,E00
328,"Rapport, Richard","Li, Chao b",2692,2741,2017.11.18,swiss,1/2-1/2,C42
329,"Saric, Ivan","Rapport, Richard",2628,2680,2013.11.01,tourn (rapid),1-0,C18
330,"Shankland, Samuel L","Rapport, Richard",2731,2735,2019.02.23,match (blitz),1-0,A41
331,"Rapport, Richard","Kretainis, Kristaps",2704,2268,2014.08.16,,1-0,A00
332,"Rapport, Richard","Najer, Evgeniy",2675,2707,2017.09.14,,1-0,A09
333,"Korobov, Anton","Rapport, Richard",2713,2687,2013.12.13,swiss (blitz),1-0,A54
334,"Rapport, Richard","Arsovic, Zoran",2649,2421,2015.09.28,team-tourn,1-0,C02
335,"Dominguez Perez, Leinier","Rapport, Richard",2758,2763,2021.08.11,blitz,1-0,
336,"Podinic, Vladimir","Rapport, Richard",2400,2534,2010.08.27,team-tourn,0-1,C02
337,"Rapport, Richard","Volodins, Igors",2709,2171,2015.03.07,swiss,1-0,C48
338,"Rapport, Richard","Nakamura, Hikaru",2763,2736,2021.08.14,blitz,1/2-1/2,
339,"Tkachiev, Vladislav","Rapport, Richard",2650,2621,2012.12.16,rapid,0-1,A70
340,"Vajda, Levente","Rapport, Richard",2561,2704,2014.08.12,,0-1,B22
341,"Rapport, Richard","Drazic, Sinisa",2534,2535,2010.08.26,team-tourn,1-0,D08
342,"Caruana, Fabiano","Rapport, Richard",2782,2691,2014.01.21,tourn,1-0,C10
343,"Navara, David","Rapport, Richard",2697,2763,2021.12.21,rapid,1/2-1/2,A84
344,"Horvath, Adam","Rapport, Richard",2498,2729,2017.05.01,,1/2-1/2,B06
345,"Adams, Nick","Rapport, Richard",2222,2275,2008.07.17,tourn,1/2-1/2,D20
346,"Rapport, Richard","Ivan, Attila",2197,2292,2007.11.25,team,1/2-1/2,C78
347,"Zilahi, Tamas","Rapport, Richard",1836,2323,2008.10.27,team-swiss,0-1,B76
348,"Shyam, Sundar M","Rapport, Richard",2536,2696,2017.05.25,,0-1,C55
349,"Rapport, Richard","Schiendorfer, Emanuel",2371,2274,2009.05.13,team-tourn,1-0,D36
350,"Rapport, Richard","Salgado Lopez, Ivan",2709,2627,2015.03.29,,0-1,A34
351,"Ngo Tan, Don","Rapport, Richard",2151,2543,2010.11.03,team-swiss,0-1,A37
352,"Rapport, Richard","Vachier Lagrave, Maxime",2763,2760,2021.06.22,blitz,1/2-1/2,A15
353,"Harikrishnan, M.","Rapport, Richard",2759,2600,2017.12.29,blitz,1-0,
354,"Jakovenko, Dmitry","Rapport, Richard",2713,2693,2013.07.03,team-swiss,1-0,B07
355,"Rapport, Richard","Vachier Lagrave, Maxime",2707,2789,2017.12.29,blitz,1/2-1/2,A45
356,"Grigoriants, Sergey","Rapport, Richard",2587,2720,2016.03.14,tourn,1/2-1/2,A04
357,"Sarana, Alexey","Rapport, Richard",2656,2763,2021.11.10,,1-0,C53
358,"Quinn, Mark","Rapport, Richard",2401,2444,2010.02.11,,0-1,D45
359,"Hamitevici, Vladimir","Rapport, Richard",2512,2715,2018.03.10,swiss,0-1,A00
360,"Ding, Liren","Rapport, Richard",2753,2752,2016.09.10,,1/2-1/2,D02
361,"Meier, Georg","Rapport, Richard",2639,2725,2018.10.23,,0-1,A04
362,"Rapport, Richard","Laznicka, Viktor",2713,2675,2014.10.05,match,0-1,A02
363,"Rapport, Richard","Dominguez Perez, Leinier",2747,2763,2019.08.14,blitz,1-0,D50
364,"Grischuk, Alexander","Rapport, Richard",2750,2693,2015.11.22,,1/2-1/2,B48
365,"Rapport, Richard","Fressinet, Laurent",2693,2712,2015.11.15,,1-0,A03
366,"Carlsen, Magnus","Rapport, Richard",2835,2731,2019.01.20,tourn,1-0,B80
367,"Kulaots, Kaido","Rapport, Richard",2560,2735,2019.07.19,,1/2-1/2,C67
368,"Ding, Liren","Rapport, Richard",,,2017.02.18,,0-1,
369,"Kempinski, Robert","Rapport, Richard",2574,2726,2019.03.09,team-tourn,1/2-1/2,E12
370,"Jacko, Vladimir","Rapport, Richard",2140,2534,2010.07.20,team-swiss,0-1,C44
371,"Wei, Yi","Rapport, Richard",2732,2759,2020.12.09,,1/2-1/2,C67
372,"Rapport, Richard","Bogner, Sebastian",2676,2552,2014.04.06,,1/2-1/2,B51
373,"Carlsen, Magnus","Rapport, Richard",2882,2747,2019.08.13,blitz,1-0,C00
374,"Rapport, Richard","Nihal, Sarin",2763,2650,2021.12.02,,1/2-1/2,C24
375,"Asadli, Vugar","Rapport, Richard",2579,2763,2021.12.20,rapid,0-1,C15
376,"Henderson de La Fuente, Lance","Rapport, Richard",2429,2700,2018.01.28,,1/2-1/2,C75
377,"Tazbir, Marcin","Rapport, Richard",2508,2763,2021.12.30,blitz,1-0,A30
378,"Rapport, Richard","Vincze, Robert",2371,2178,2009.06.14,swiss,1-0,D85
379,"Rapport, Richard","So, Wesley",2691,2719,2014.01.11,tourn,0-1,A01
380,"Grandelius, Nils","Rapport, Richard",2672,2763,2022.01.17,,1-0,
381,"Egedi, Istvan","Rapport, Richard",2333,2197,2007.12.09,team,0-1,B25
382,"Rapport, Richard","Rigo, Janos",2440,2325,2010.04.18,team-tourn,1/2-1/2,E12
383,"Onischuk, Vladimir","Rapport, Richard",2594,2701,2014.05.31,swiss,1/2-1/2,A04
384,"Sarana, Alexey","Rapport, Richard",2656,2763,2021.11.10,,0-1,E73
385,"Rapport, Richard","Manyoki, Anna",2323,2079,2008.10.28,team-swiss,1-0,D26
386,"Rapport, Richard","Lavendelis, Egons",2621,2340,2012.12.15,rapid,1-0,D72
387,"Koban, Balint","Rapport, Richard",2227,2371,2009.06.16,swiss,0-1,C96
388,"Rapport, Richard","Antal, Tibor Kende",2005,1905,2006.??.??,,0-1,C02
389,"Rapport, Richard","Dezelin, Milan",2701,2298,2014.07.04,swiss,1-0,A35
390,"Galoyan, Levon","Rapport, Richard",2231,2534,2011.12.21,,0-1,E80
391,"Rapport, Richard","Petursson, Gudni Stefan",2275,2135,2008.07.16,tourn,1-0,A44
392,"Saric, Ivan","Rapport, Richard",2668,2752,2016.09.26,team-tourn,0-1,C96
393,"Rapport, Richard","Kahn, Evarth Dr",2197,2314,2007.12.04,tourn,0-1,A43
394,"Rapport, Richard","Bu, Xiangzhi",2709,2681,2015.04.20,,1/2-1/2,D00
395,"Rapport, Richard","Bitalzadeh, Ali",2547,2409,2011.09.27,team-swiss,0-1,E15
396,"Wojtaszek, Radoslaw","Rapport, Richard",2722,2738,2019.03.07,tourn,1-0,E94
397,"Rapport, Richard","Dominguez Perez, Leinier",2691,2754,2014.01.17,,0-1,A34
398,"Sokolov, Ivan","Rapport, Richard",2603,2675,2017.09.30,swiss,0-1,D07
399,"Rapport, Richard","Kovacs, Zsolt",2323,2075,2008.10.29,team-swiss,1-0,C44
400,"Shengelia, David","Rapport, Richard",2578,2543,2011.01.20,team-tourn,0-1,A06
401,"Volokitin, Andrei","Rapport, Richard",2642,2720,2014.10.19,team-tourn,1/2-1/2,B67
402,"Rees, Ioan","Rapport, Richard",2339,2401,2009.08.09,tourn,1-0,B12
403,"Wagner, Dennis","Rapport, Richard",2474,2646,2013.03.31,swiss,0-1,E61
404,"Rapport, Richard","Mizsei, Janos",1998,2114,2007.02.07,tourn,0-1,B12
405,"Rapport, Richard","Salgado Lopez, Ivan",2676,2624,2013.10.11,tourn,1/2-1/2,B15
406,"Rapport, Richard","Balogh, Csaba",2559,2664,2012.03.21,swiss,1/2-1/2,D10
407,"Aronian, Levon","Rapport, Richard",2781,2763,2021.06.22,blitz,1-0,A48
408,"Rapport, Richard","Riazantsev, Alexander",2694,2654,2017.07.12,,0-1,A01
409,"Cheparinov, Ivan","Rapport, Richard",2672,2676,2013.10.09,,0-1,C01
410,"Rapport, Richard","Naiditsch, Arkadij",2709,2711,2015.03.08,rapid,1-0,A01
411,"Rapport, Richard","Wojtaszek, Radoslaw",2735,2737,2019.07.20,,1/2-1/2,A20
412,"Rapport, Richard","Berelowitsch, Alexander",2729,2528,2017.04.29,,1-0,C02
413,"Nabaty, Tamir","Rapport, Richard",2658,2752,2020.02.23,,0-1,
414,"Strugnell, Carl","Rapport, Richard",2327,2723,2018.09.20,team-tourn,0-1,B43
415,"Kovchan, Alexander","Rapport, Richard",2573,2534,2011.12.29,swiss,1-0,C18
416,"Vachier Lagrave, Maxime","Rapport, Richard",2778,2747,2019.08.14,blitz,1-0,C84
417,"Kuzubov, Yuriy","Rapport, Richard",2662,2748,2017.12.27,rapid,1/2-1/2,E00
418,"Brenjo, Slavisa","Rapport, Richard",2458,2649,2015.10.01,team-tourn,0-1,C15
419,"Georgiadis, Nico","Rapport, Richard",2291,2543,2012.01.25,match,0-1,B41
420,"Rapport, Richard","Van Foreest, Jorden",2762,2714,2022.03.21,,0-1,C44
421,"Korobov, Anton","Rapport, Richard",2688,2760,2020.09.20,,1/2-1/2,D35
422,"Rapport, Richard","Pavlovic, Milos",2716,2478,2015.01.05,swiss,0-1,A25
423,"Rapport, Richard","Diez Alvarez, Alejandro",2681,2599,2014.03.06,,1-0,A06
424,"Rapport, Richard","Skembris, Spyridon",2693,2458,2013.07.08,team-k.o.,1-0,D10
425,"Rapport, Richard","Grischuk, Alexander",2698,2750,2017.08.03,,0-1,A01
426,"Tate, Alan","Rapport, Richard",2297,2716,2015.01.27,swiss,0-1,C07
427,"Rapport, Richard","Danin, Alexandre",2552,2534,2011.05.28,swiss,1/2-1/2,C14
428,"Schreiner, Peter","Rapport, Richard",2480,2726,2018.11.25,team-tourn,0-1,D94
429,"Yu, Yangyi","Rapport, Richard",2751,2726,2019.04.27,,1/2-1/2,C07
430,"Simacek, Pavel","Rapport, Richard",2513,,2010.06.03,,0-1,B67
431,"Rapport, Richard","Hou  Yang Wen, Yifan",,,2019.03.29,rapid,1/2-1/2,D38
432,"Rapport, Richard","Adly, Ahmed",2710,2589,2015.04.26,team-tourn,0-1,A01
433,"Wojtaszek, Radoslaw","Rapport, Richard",2715,2701,2014.06.10,schev,0-1,A92
434,"Rapport, Richard","Jobava, Baadur",2700,2690,2018.01.05,swiss,1/2-1/2,D14
435,"Rapport, Richard","Stefansson, Hannes",2715,2533,2018.03.14,,1/2-1/2,D31
436,"Rapport, Richard","Mamedyarov, Shakhriyar",2747,2764,2019.08.13,blitz,1-0,D06
437,"Yu, Yangyi","Rapport, Richard",2738,2735,2019.07.02,,1/2-1/2,E32
438,"Ilincic, Zlatko","Rapport, Richard",2555,2371,2009.03.12,tourn,1-0,A62
439,"Sarana, Alexey","Rapport, Richard",2656,2763,2021.11.10,,1/2-1/2,E73
440,"Finek, Vaclav","Rapport, Richard",2361,2763,2021.03.28,,0-1,
441,"Rapport, Richard","Bacrot, Etienne",2693,2686,2015.12.08,,1/2-1/2,C34
442,"Rapport, Richard","Al Rayyan, Mohamad",2707,2542,2017.12.29,blitz,1-0,A45
443,"Nihal, Sarin","Rapport, Richard",2650,2763,2021.12.02,,1-0,A04
444,"Rapport, Richard","So, Wesley",2691,2719,2014.01.11,tourn,0-1,A01
445,"Laznicka, Viktor","Rapport, Richard",2701,2547,2011.10.01,team-swiss,1-0,D10
446,"Rapport, Richard","Loew, Gerald",2543,2251,2012.01.30,match,1-0,E60
447,"Rapport, Richard","Christensen, Bo Garner",2545,2289,2011.08.01,,1-0,A57
448,"Horvath, David","Rapport, Richard",2104,2323,2009.02.22,,0-1,A61
449,"Rapport, Richard","Vallejo Pons, Francisco",2531,2698,2011.01.28,,1-0,A04
450,"Demidov, Mikhail","Rapport, Richard",2592,2754,2021.12.29,blitz,0-1,
451,"Zou, Chen","Rapport, Richard",2462,2747,2019.08.20,,0-1,B48
452,"Rapport, Richard","Grandelius, Nils",2674,2556,2013.05.25,tourn,1/2-1/2,E60
453,"Dubov, Daniil","Rapport, Richard",2600,2621,2013.01.19,,1/2-1/2,B43
454,"Rapport, Richard","Harikrishna, Pentala",2726,2723,2019.04.25,,1-0,A07
455,"Kunin, Vitaly","Rapport, Richard",2582,2721,2016.03.28,,1/2-1/2,D02
456,"Rapport, Richard","Ben Artzi, Ido",2543,2284,2012.01.24,match,1/2-1/2,A37
457,"Salgado Lopez, Ivan","Rapport, Richard",2624,2676,2013.10.06,,1/2-1/2,C01
458,"Grandelius, Nils","Rapport, Richard",2572,2621,2013.01.22,tourn,1/2-1/2,C18
459,"Rapport, Richard","Trkulja, Goran",2552,2379,2011.05.12,swiss,0-1,B23
460,"Heberla, Bartlomiej","Rapport, Richard",2567,2709,2015.03.07,swiss,1/2-1/2,B22
461,"Nihal, Sarin","Rapport, Richard",2650,2763,2021.12.02,,1-0,A07
462,"Rapport, Richard","Danner, Georg",2440,2440,2010.02.28,team-tourn,1-0,E10
463,"Jakovenko, Dmitry","Rapport, Richard",2719,2726,2019.04.24,tourn,1/2-1/2,E16
464,"Bartel, Mateusz","Rapport, Richard",2641,2701,2014.06.11,schev,1/2-1/2,C17
465,"Rapport, Richard","Movsesian, Sergei",2621,2688,2013.01.15,,1-0,D10
466,"Rapport, Richard","Shankland, Samuel L",2735,2731,2019.02.22,match (rapid),1-0,A47
467,"Rapport, Richard","Skripchenko, Artem",2654,2430,2013.04.14,rapid,1-0,A00
468,"Duda, Jan Krzysztof","Rapport, Richard",2738,2731,2019.01.23,tourn,0-1,D00
469,"Karjakin, Sergey","Rapport, Richard",2758,2760,2021.09.08,,1/2-1/2,
470,"Rapport, Richard","Cornette, Matthieu",2721,2591,2016.03.28,,1-0,A20
471,"Mazur, Stefan","Rapport, Richard",2388,2540,2011.03.31,,0-1,E94
472,"Rapport, Richard","Romanov, Evgeny",2534,2627,2011.12.30,swiss,1/2-1/2,E46
473,"Rapport, Richard","Wei, Yi",2675,2748,2017.09.07,k.o.,1/2-1/2,D78
474,"Thinius, Marco","Rapport, Richard",2380,2444,2010.01.16,,0-1,A33
475,"Grischuk, Alexander","Rapport, Richard",2777,2759,2020.12.07,,1/2-1/2,C54
476,"Ju, Wenjun","Rapport, Richard",2547,2716,2015.01.29,swiss,1-0,D07
477,"Rapport, Richard","Tari, Aryan",2760,2642,2021.09.13,,1-0,
478,Anand V,"Rapport, Richard",2751,2763,2021.12.19,rapid,1/2-1/2,C18
479,Yu,"Rapport, Richard",2359,2444,2010.02.18,,0-1,D43
480,"Rapport, Richard","Ding, Liren",2675,2777,2017.09.15,k.o.,1/2-1/2,C77
481,"Moser, Eric","Rapport, Richard",2413,2543,2011.03.04,,1/2-1/2,A07
482,"Rapport, Richard","zwanzger, johannes",2621,2326,2013.04.07,,1-0,A14
483,"Rapport, Richard","Marjanovic, Slavoljub",2534,2505,2010.08.30,team-tourn,1-0,D23
484,"Rapport, Richard","Kokarev, Dmitry",2707,2615,2017.12.29,blitz,1-0,A45
485,"Rapport, Richard","Celik, Hasan Huseyin",2763,2360,2021.03.28,,1-0,
486,"Rapport, Richard","Kokarev, Dmitry",2748,2668,2017.12.28,swiss (rapid),1/2-1/2,B58
487,"Vukasin, Ivana","Rapport, Richard",2510,2621,2012.12.16,rapid,0-1,B56
488,"Cordova, Emilio","Rapport, Richard",2629,2675,2017.09.04,,0-1,D12
489,"Mamedov, Rauf","Rapport, Richard",2650,2736,2019.05.15,rapid,0-1,A00
490,"McShane, Luke J","Rapport, Richard",2640,2707,2017.12.29,blitz,1/2-1/2,B20
491,"Rapport, Richard","Stevic, Hrvoje",2687,2611,2014.03.20,team-tourn,1-0,A01
492,"Rapport, Richard","Matlakov, Maxim",2763,2688,2021.03.29,,1-0,
493,"Danielsen, Henrik","Rapport, Richard",2495,2444,2010.01.18,swiss,1/2-1/2,D02
494,"Naiditsch, Arkadij","Rapport, Richard",2706,2545,2011.07.04,team-swiss,1-0,C61
495,"Banusz, Tamas","Rapport, Richard",2580,2621,2013.02.02,,1/2-1/2,A33
496,"Rapport, Richard","Samhouri, Admah Fawzi",2401,2375,2009.08.10,tourn,1-0,A34
497,"Rapport, Richard","Bluebaum, Matthias",2686,2643,2018.05.01,,1-0,C01
498,"Ipatov, Alexander","Rapport, Richard",2625,2649,2015.12.13,team-tourn,1/2-1/2,A92
499,"Rapport, Richard","Prohaszka, Peter",2440,2510,2009.10.29,team-swiss,1-0,D58
500,"Rapport, Richard","Tregubov, Pavel V",2547,2602,2012.02.05,,1/2-1/2,A35
501,"Rapport, Richard","Cheparinov, Ivan",2754,2594,2021.12.29,blitz,0-1,
502,"Abel, Dennes","Rapport, Richard",2437,2621,2013.04.06,,1/2-1/2,C00
503,"Rapport, Richard","Bruzon Batista, Lazaro",2676,2685,2013.10.08,tourn,1-0,C54
504,"Fodor, Tamas Jr","Rapport, Richard",2430,2440,2009.10.28,team-swiss,1/2-1/2,A69
505,"Lenic, Luka","Rapport, Richard",2637,2543,2012.01.20,,1/2-1/2,A33
506,"Rapport, Richard","Dragun, Kamil",2621,2461,2012.12.16,swiss (rapid),1-0,A16
507,"Rapport, Richard","Zhao, Jun",2748,2600,2017.12.26,rapid,*,
508,"Rapport, Richard","Yu, Yangyi",2759,2709,2020.12.07,,1-0,B14
509,"Rapport, Richard","Caruana, Fabiano",2763,2820,2021.06.22,blitz,1-0,
510,"Somogyi, Zoltan","Rapport, Richard",1839,2122,2007.08.01,swiss,0-1,A43
511,"Rapport, Richard","Antoniewski, Rafal",2621,2557,2013.03.23,team-tourn,1/2-1/2,E73
512,"Dominguez Perez, Leinier","Rapport, Richard",2752,2739,2019.05.16,rapid,1/2-1/2,
513,"Rapport, Richard","Chao, Qi",2694,2735,2017.09.10,,1/2-1/2,D79
514,"Vitiugov, Nikita","Rapport, Richard",2726,2738,2019.03.15,tourn,1/2-1/2,C09
515,"Gelfand, Boris","Rapport, Richard",2719,2692,2017.11.17,,1/2-1/2,A10
516,"Rapport, Richard","Akobian, Varuzhan",2707,2647,2017.12.29,blitz,1-0,C01
517,"Rapport, Richard","Mihok, Oliver",2440,2385,2009.10.28,team-swiss,1/2-1/2,A04
518,"Rapport, Richard","Mihok, Oliver",2729,2498,2017.04.09,,1/2-1/2,A01
519,"Rapport, Richard","Polak, Tomas",2646,2520,2012.11.03,team,1-0,E30
520,"Rapport, Richard","Portisch, Lajos",2698,2464,2014.05.03,match (rapid),1/2-1/2,A01
521,"Rapport, Richard","Edouard, Romain",2621,2686,2013.01.13,tourn,1-0,D26
522,"Rapport, Richard","Zilka, Stepan",2709,2528,2015.03.06,swiss (blitz),1/2-1/2,A01
523,"Prohaszka, Peter","Rapport, Richard",2502,2323,2008.11.02,team-tourn,1-0,D26
524,"Neubauer, Martin","Rapport, Richard",2465,2444,2010.02.27,tourn,0-1,C01
525,"Ernst, Sipke","Rapport, Richard",2556,2621,2013.01.14,,0-1,A56
526,"Nihal, Sarin","Rapport, Richard",2650,2763,2021.12.02,,0-1,A46
527,"Vitouch, Anatol","Rapport, Richard",2325,2718,2014.11.22,team-tourn,0-1,A20
528,"Kjartansson, Gudmundur","Rapport, Richard",2441,2681,2014.03.05,swiss,0-1,A04
529,"Rapport, Richard","Nakamura, Hikaru",2763,2736,2021.08.11,blitz,1/2-1/2,
530,"Rapport, Richard","Jones, Glynn",2762,2672,2022.03.22,,1/2-1/2,A01
531,"Rapport, Richard","Boruchovsky, Avital",2716,2517,2015.02.01,swiss,1-0,A45
532,"Rapport, Richard","Pijpers, Arthur",2534,2332,2011.12.24,,1-0,A57
533,"Rapport, Richard","Nakar, Eylon",2716,2419,2015.02.05,swiss,1-0,C01
534,"Vidit, Santosh Gujrathi","Rapport, Richard",2723,2762,2022.03.19,,0-1,
535,"Rapport, Richard","Buzeti, Jernej",2371,2199,2009.03.27,tourn,1-0,A12
536,"Rapport, Richard","Bluebaum, Matthias",2649,2580,2015.12.12,,1-0,C02
537,"Rapport, Richard","Xiong, Jeffery",2763,2710,2021.08.15,blitz,1/2-1/2,
538,"Rapport, Richard","Areshchenko, Alexander",2726,2652,2018.11.11,,1-0,A04
539,"Doros, Radu Marian","Rapport, Richard",2332,2543,2010.11.06,team-swiss,0-1,A43
540,"Rapport, Richard","Sarana, Alexey",2763,2656,2021.11.10,,1-0,B23
541,"Wang, Hao","Rapport, Richard",2735,2736,2019.05.18,blitz,1/2-1/2,C10
542,"Rapport, Richard","Sarana, Alexey",2763,2656,2021.11.10,,1-0,B25
543,"Rapport, Richard","Aronian, Levon",2747,2765,2019.08.14,blitz,0-1,A45
544,"Rapport, Richard","Tomashevsky, Evgeny",2763,2706,2021.03.29,,1/2-1/2,
545,"Caruana, Fabiano","Rapport, Richard",2806,2763,2021.08.16,blitz,1/2-1/2,
546,"Rapport, Richard","Horvath, Dominik",2759,2446,2021.01.24,,1-0,
547,"Brunello, Sabino","Rapport, Richard",2569,2547,2011.10.09,team-tourn,1-0,B50
548,"Rapport, Richard","Carlsen, Magnus",2747,2882,2019.08.14,blitz,1/2-1/2,A80
549,"Dragnev, Valentin","Rapport, Richard",2564,2759,2021.01.23,,1/2-1/2,
550,"Dominguez Perez, Leinier","Rapport, Richard",2758,2763,2021.08.14,blitz,0-1,
551,"Rapport, Richard","Dragomirescu, Robin Alexandru",2534,2381,2010.07.21,team-swiss,1/2-1/2,E97
552,"Nakamura, Hikaru","Rapport, Richard",2781,2700,2018.01.31,,1/2-1/2,E17
553,"Rapport, Richard","Carow, Johannes",2523,2079,2010.10.24,swiss,1-0,A57
554,"Shirov, Alexei","Rapport, Richard",2673,2752,2016.09.06,,1-0,C75
555,"Caruana, Fabiano","Rapport, Richard",2675,2509,2010.06.05,team-tourn,1/2-1/2,B19
556,"Zubarev, Alexander","Rapport, Richard",2600,2577,2012.06.30,team-swiss,1-0,E90
557,"Rapport, Richard","Orzech, Dominik",2444,2411,2010.01.22,swiss,0-1,D17
558,"Skripchenko, Artem","Rapport, Richard",2430,2654,2013.04.14,rapid,1/2-1/2,B06
559,"Laznicka, Viktor","Rapport, Richard",2675,2713,2014.09.30,match,0-1,A21
560,"Rapport, Richard","Shevchenko, Kirill",2763,2655,2021.12.28,rapid,1-0,B50
561,"Rapport, Richard","Tregubov, Pavel V",2687,2625,2013.12.14,rapid,1-0,B20
562,"Rapport, Richard","Harikrishna, Pentala",2691,2706,2014.01.19,,1-0,B18
563,"Rapport, Richard","Antipov, Mikhail Al",2605,2462,2012.08.10,swiss,1-0,E31
564,"Zeng, Chongsheng","Rapport, Richard",2536,2707,2017.12.03,team-tourn,1/2-1/2,E18
565,"Pinter, Jozsef","Rapport, Richard",2539,2707,2018.05.05,team-tourn,0-1,E17
566,"Kosten, Anthony C","Rapport, Richard",2479,2674,2013.06.04,tourn,1/2-1/2,A10
567,"Rapport, Richard","Mastrovasilis, Athanasios",2693,2523,2013.07.07,team-swiss,1-0,A06
568,"Rapport, Richard","Sasikiran, Krishnan",2543,2700,2012.02.01,match,0-1,E12
569,"Tomashevsky, Evgeny","Rapport, Richard",2711,2692,2017.02.22,swiss,1/2-1/2,E17
570,"Rapport, Richard","Shankland, Sam",2763,2709,2021.08.14,blitz,1/2-1/2,
571,"Sarana, Alexey","Rapport, Richard",2656,2763,2021.11.10,,1-0,A84
572,"Szostko, Jakub","Rapport, Richard",1975,2687,2013.12.14,rapid,0-1,A10
573,"Rapport, Richard","Nagy, Daniel",2323,2247,2009.04.05,team-tourn,1-0,D48
574,"Rapport, Richard","Sebestyen, Balazs",2012,2279,2007.05.20,team,1/2-1/2,C00
575,"Rapport, Richard","Rasmussen, Allan Stig",2701,2522,2014.07.24,,1/2-1/2,B13
576,"Rapport, Richard","Howell Rajko Vujatovi, David",2700,2682,2018.01.30,,1-0,E60
577,"Riazantsev, Alexander","Rapport, Richard",2651,2692,2017.11.22,swiss,0-1,A92
578,"Grischuk, Alexander","Rapport, Richard",2750,2698,2017.08.03,k.o. (blitz),0-1,B01
579,"Rapport, Richard","Nihal, Sarin",2763,2650,2021.12.02,,1/2-1/2,E46
580,"Rapport, Richard","Radjabov, Teimour",2763,2765,2021.06.22,blitz,1-0,A07
581,"Rapport, Richard","Malakhov, Vladimir",2687,2716,2013.12.15,rapid,1/2-1/2,C92
582,"Rapport, Richard","Jakovenko, Dmitry",2726,2719,2019.04.18,,1/2-1/2,D37
583,"Gretarsson, Hjorvar Steinn","Rapport, Richard",2567,2686,2017.10.28,team-swiss,0-1,E16
584,"Rapport, Richard","Amin, Bassem",2750,2614,2021.12.27,rapid,1-0,
585,"Karjakin, Sergey","Rapport, Richard",2758,2760,2021.09.08,,1/2-1/2,
586,"Studer, Noel","Rapport, Richard",2573,2760,2020.09.17,,0-1,D30
587,"Ponkratov, Pavel","Rapport, Richard",2613,2707,2017.12.26,swiss (rapid),1-0,A00
